kind,id,selfLink,name,bucket,generation,metageneration,contentType,timeCreated,updated,storageClass,timeStorageClassUpdated,size,md5Hash,mediaLink,crc32c,etag,objectGeneration,eventType,overwrittenByGeneration,payloadFormat,objectId,notificationConfig,eventTime,bucketId,overwroteGeneration
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_pub.csv.gz/1651144718435594,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_pub.csv.gz,archive/micros_sales_raw/mm_em_pub.csv.gz,data-cube-migration,1651144718435594,1,text/csv,2022-04-28T11:18:38.552Z,2022-04-28T11:18:38.552Z,STANDARD,2022-04-28T11:18:38.552Z,82565,5pg2NhldCcyiSro9F78jLQ==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_pub.csv.gz?generation=1651144718435594&alt=media,XbgqRw==,CIqKqbPRtvcCEAE=,1651144718435594,OBJECT_FINALIZE,,JSON_API_V1,archive/micros_sales_raw/mm_em_pub.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:18:38.552360Z,data-cube-migration,1651058316520424
storage#object,data-cube-migration/micros_sales_raw/mm_em_pub.csv.gz/1651143072551267,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_pub.csv.gz,micros_sales_raw/mm_em_pub.csv.gz,data-cube-migration,1651143072551267,1,text/csv,2022-04-28T10:51:12.639Z,2022-04-28T10:51:12.639Z,STANDARD,2022-04-28T10:51:12.639Z,82565,5pg2NhldCcyiSro9F78jLQ==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_pub.csv.gz?generation=1651143072551267&alt=media,XbgqRw==,COOiwKLLtvcCEAE=,1651143072551267,OBJECT_DELETE,,JSON_API_V1,micros_sales_raw/mm_em_pub.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:18:38.756455Z,data-cube-migration,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_swi.csv.gz/1651058324126521,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_swi.csv.gz,archive/micros_sales_raw/mm_em_swi.csv.gz,data-cube-migration,1651058324126521,1,text/csv,2022-04-27T11:18:44.229Z,2022-04-27T11:18:44.229Z,STANDARD,2022-04-27T11:18:44.229Z,859063,mCWRkAVJHEjB0WuGaik+8w==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_swi.csv.gz?generation=1651058324126521&alt=media,lEjqvA==,CLn2psePtPcCEAE=,1651058324126521,OBJECT_DELETE,1651144730336533,JSON_API_V1,archive/micros_sales_raw/mm_em_swi.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:18:50.432334Z,data-cube-migration,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_swi.csv.gz/1651144730336533,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_swi.csv.gz,archive/micros_sales_raw/mm_em_swi.csv.gz,data-cube-migration,1651144730336533,1,text/csv,2022-04-28T11:18:50.432Z,2022-04-28T11:18:50.432Z,STANDARD,2022-04-28T11:18:50.432Z,859172,aCBbUUjLMGDlhNgMjPhKEw==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_swi.csv.gz?generation=1651144730336533&alt=media,vgtI9Q==,CJW6/7jRtvcCEAE=,1651144730336533,OBJECT_FINALIZE,,JSON_API_V1,archive/micros_sales_raw/mm_em_swi.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:18:50.432334Z,data-cube-migration,1651058324126521
storage#object,data-cube-migration/micros_sales_raw/mm_em_swi.csv.gz/1651143060391766,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_swi.csv.gz,micros_sales_raw/mm_em_swi.csv.gz,data-cube-migration,1651143060391766,1,text/csv,2022-04-28T10:51:00.481Z,2022-04-28T10:51:00.481Z,STANDARD,2022-04-28T10:51:00.481Z,859172,aCBbUUjLMGDlhNgMjPhKEw==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_swi.csv.gz?generation=1651143060391766&alt=media,vgtI9Q==,CNaO2pzLtvcCEAE=,1651143060391766,OBJECT_DELETE,,JSON_API_V1,micros_sales_raw/mm_em_swi.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:18:50.637068Z,data-cube-migration,
storage#object,data-cube-migration/vmax_raw/vx_customer.csv.gz/1651144594823319,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/vmax_raw%2Fvx_customer.csv.gz,vmax_raw/vx_customer.csv.gz,data-cube-migration,1651144594823319,1,text/csv,2022-04-28T11:16:34.907Z,2022-04-28T11:16:34.907Z,STANDARD,2022-04-28T11:16:34.907Z,5727002,mC2Wjl4Z1y7ndhVQRmNhTw==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/vmax_raw%2Fvx_customer.csv.gz?generation=1651144594823319&alt=media,NraXzA==,CJexsPjQtvcCEAE=,1651144594823319,OBJECT_DELETE,,JSON_API_V1,vmax_raw/vx_customer.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:19:01.584929Z,data-cube-migration,
storage#object,data-cube-migration/archive/vmax_raw/vx_customer.csv.gz/1651144563674967,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fvmax_raw%2Fvx_customer.csv.gz,archive/vmax_raw/vx_customer.csv.gz,data-cube-migration,1651144563674967,1,text/csv,2022-04-28T11:16:03.776Z,2022-04-28T11:16:03.776Z,STANDARD,2022-04-28T11:16:03.776Z,1142335,WeRzH/cG/huDg7aLUicNeg==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fvmax_raw%2Fvx_customer.csv.gz?generation=1651144563674967&alt=media,rAgPmg==,CNeew+nQtvcCEAE=,1651144563674967,OBJECT_DELETE,1651144741287450,JSON_API_V1,archive/vmax_raw/vx_customer.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:19:01.390651Z,data-cube-migration,
storage#object,data-cube-migration/archive/vmax_raw/vx_customer.csv.gz/1651144741287450,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fvmax_raw%2Fvx_customer.csv.gz,archive/vmax_raw/vx_customer.csv.gz,data-cube-migration,1651144741287450,1,text/csv,2022-04-28T11:19:01.390Z,2022-04-28T11:19:01.390Z,STANDARD,2022-04-28T11:19:01.390Z,5727002,mC2Wjl4Z1y7ndhVQRmNhTw==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fvmax_raw%2Fvx_customer.csv.gz?generation=1651144741287450&alt=media,NraXzA==,CJrsm77RtvcCEAE=,1651144741287450,OBJECT_FINALIZE,,JSON_API_V1,archive/vmax_raw/vx_customer.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:19:01.390651Z,data-cube-migration,1651144563674967
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_gc_bmt.csv.gz/1651058353160331,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_bmt.csv.gz,archive/micros_sales_raw/mm_em_gc_bmt.csv.gz,data-cube-migration,1651058353160331,1,text/csv,2022-04-27T11:19:13.261Z,2022-04-27T11:19:13.261Z,STANDARD,2022-04-27T11:19:13.261Z,52249,O/uIq3UTV1mY3HeqI4u66A==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_bmt.csv.gz?generation=1651058353160331&alt=media,yvRhcQ==,CIuBk9WPtPcCEAE=,1651058353160331,OBJECT_DELETE,1651144759323619,JSON_API_V1,archive/micros_sales_raw/mm_em_gc_bmt.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:19:19.424092Z,data-cube-migration,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_gc_bmt.csv.gz/1651144759323619,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_bmt.csv.gz,archive/micros_sales_raw/mm_em_gc_bmt.csv.gz,data-cube-migration,1651144759323619,1,text/csv,2022-04-28T11:19:19.424Z,2022-04-28T11:19:19.424Z,STANDARD,2022-04-28T11:19:19.424Z,52249,NgLZqDmISjZ9g2sEyzqAeA==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_bmt.csv.gz?generation=1651144759323619&alt=media,Qt6dPg==,COPX6MbRtvcCEAE=,1651144759323619,OBJECT_FINALIZE,,JSON_API_V1,archive/micros_sales_raw/mm_em_gc_bmt.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:19:19.424092Z,data-cube-migration,1651058353160331
storage#object,data-cube-migration/micros_sales_raw/mm_em_gc_bmt.csv.gz/1651143070263720,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_gc_bmt.csv.gz,micros_sales_raw/mm_em_gc_bmt.csv.gz,data-cube-migration,1651143070263720,1,text/csv,2022-04-28T10:51:10.347Z,2022-04-28T10:51:10.347Z,STANDARD,2022-04-28T10:51:10.347Z,52249,NgLZqDmISjZ9g2sEyzqAeA==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_gc_bmt.csv.gz?generation=1651143070263720&alt=media,Qt6dPg==,CKjTtKHLtvcCEAE=,1651143070263720,OBJECT_DELETE,,JSON_API_V1,micros_sales_raw/mm_em_gc_bmt.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:19:19.621404Z,data-cube-migration,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_gc_esm.csv.gz/1651058365974641,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_esm.csv.gz,archive/micros_sales_raw/mm_em_gc_esm.csv.gz,data-cube-migration,1651058365974641,1,text/csv,2022-04-27T11:19:26.074Z,2022-04-27T11:19:26.074Z,STANDARD,2022-04-27T11:19:26.074Z,87085,bQz/ATncqAFr3li/seAQnw==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_esm.csv.gz?generation=1651058365974641&alt=media,57xV5w==,CPGQoduPtPcCEAE=,1651058365974641,OBJECT_DELETE,1651144764418308,JSON_API_V1,archive/micros_sales_raw/mm_em_gc_esm.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:19:24.520278Z,data-cube-migration,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_gc_esm.csv.gz/1651144764418308,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_esm.csv.gz,archive/micros_sales_raw/mm_em_gc_esm.csv.gz,data-cube-migration,1651144764418308,1,text/csv,2022-04-28T11:19:24.520Z,2022-04-28T11:19:24.520Z,STANDARD,2022-04-28T11:19:24.520Z,87085,dh8K60N68ENw3oQoXJt9qQ==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_esm.csv.gz?generation=1651144764418308&alt=media,R455fA==,CITSn8nRtvcCEAE=,1651144764418308,OBJECT_FINALIZE,,JSON_API_V1,archive/micros_sales_raw/mm_em_gc_esm.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:19:24.520278Z,data-cube-migration,1651058365974641
storage#object,data-cube-migration/micros_sales_raw/mm_em_gc_esm.csv.gz/1651143058143437,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_gc_esm.csv.gz,micros_sales_raw/mm_em_gc_esm.csv.gz,data-cube-migration,1651143058143437,1,text/csv,2022-04-28T10:50:58.250Z,2022-04-28T10:50:58.250Z,STANDARD,2022-04-28T10:50:58.250Z,87085,dh8K60N68ENw3oQoXJt9qQ==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_gc_esm.csv.gz?generation=1651143058143437&alt=media,R455fA==,CM3x0JvLtvcCEAE=,1651143058143437,OBJECT_DELETE,,JSON_API_V1,micros_sales_raw/mm_em_gc_esm.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:19:24.718291Z,data-cube-migration,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_gc_har.csv.gz/1651144772451056,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_har.csv.gz,archive/micros_sales_raw/mm_em_gc_har.csv.gz,data-cube-migration,1651144772451056,1,text/csv,2022-04-28T11:19:32.562Z,2022-04-28T11:19:32.562Z,STANDARD,2022-04-28T11:19:32.562Z,50744,QRhJr6nkFDlK6ezD3qF1kg==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_har.csv.gz?generation=1651144772451056&alt=media,GHp+QQ==,CPD1ic3RtvcCEAE=,1651144772451056,OBJECT_FINALIZE,,JSON_API_V1,archive/micros_sales_raw/mm_em_gc_har.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:19:32.562626Z,data-cube-migration,1651058373211862
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_gc_har.csv.gz/1651058373211862,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_har.csv.gz,archive/micros_sales_raw/mm_em_gc_har.csv.gz,data-cube-migration,1651058373211862,1,text/csv,2022-04-27T11:19:33.312Z,2022-04-27T11:19:33.312Z,STANDARD,2022-04-27T11:19:33.312Z,50744,jgVZdvYHbjiLl0TfbP/gHw==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_har.csv.gz?generation=1651058373211862&alt=media,PU0dIg==,CNbt2t6PtPcCEAE=,1651058373211862,OBJECT_DELETE,1651144772451056,JSON_API_V1,archive/micros_sales_raw/mm_em_gc_har.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:19:32.562626Z,data-cube-migration,
storage#object,data-cube-migration/micros_sales_raw/mm_em_gc_har.csv.gz/1651143070573733,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_gc_har.csv.gz,micros_sales_raw/mm_em_gc_har.csv.gz,data-cube-migration,1651143070573733,1,text/csv,2022-04-28T10:51:10.662Z,2022-04-28T10:51:10.662Z,STANDARD,2022-04-28T10:51:10.662Z,50744,QRhJr6nkFDlK6ezD3qF1kg==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_gc_har.csv.gz?generation=1651143070573733&alt=media,GHp+QQ==,CKXJx6HLtvcCEAE=,1651143070573733,OBJECT_DELETE,,JSON_API_V1,micros_sales_raw/mm_em_gc_har.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:19:32.764766Z,data-cube-migration,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_gc_lan.csv.gz/1651058388655707,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_lan.csv.gz,archive/micros_sales_raw/mm_em_gc_lan.csv.gz,data-cube-migration,1651058388655707,1,text/csv,2022-04-27T11:19:48.757Z,2022-04-27T11:19:48.757Z,STANDARD,2022-04-27T11:19:48.757Z,41059,KlMyxO2x3Tanj5W5M1HAtg==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_lan.csv.gz?generation=1651058388655707&alt=media,bHovZQ==,CNu8ieaPtPcCEAE=,1651058388655707,OBJECT_DELETE,1651144784433686,JSON_API_V1,archive/micros_sales_raw/mm_em_gc_lan.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:19:44.535365Z,data-cube-migration,
storage#object,data-cube-migration/micros_sales_raw/mm_em_gc_kel.csv.gz/1651143058422860,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_gc_kel.csv.gz,micros_sales_raw/mm_em_gc_kel.csv.gz,data-cube-migration,1651143058422860,1,text/csv,2022-04-28T10:50:58.510Z,2022-04-28T10:50:58.510Z,STANDARD,2022-04-28T10:50:58.510Z,64974,g24ffloUhK0XzBNupMygnQ==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_gc_kel.csv.gz?generation=1651143058422860&alt=media,pwclqg==,CMz44ZvLtvcCEAE=,1651143058422860,OBJECT_DELETE,,JSON_API_V1,micros_sales_raw/mm_em_gc_kel.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:19:38.718992Z,data-cube-migration,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_gc_kel.csv.gz/1651058380268599,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_kel.csv.gz,archive/micros_sales_raw/mm_em_gc_kel.csv.gz,data-cube-migration,1651058380268599,1,text/csv,2022-04-27T11:19:40.390Z,2022-04-27T11:19:40.390Z,STANDARD,2022-04-27T11:19:40.390Z,64933,F6KYWFHgAlExa+ciutq9TQ==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_kel.csv.gz?generation=1651058380268599&alt=media,622ybQ==,CLfIieKPtPcCEAE=,1651058380268599,OBJECT_DELETE,1651144778396328,JSON_API_V1,archive/micros_sales_raw/mm_em_gc_kel.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:19:38.500898Z,data-cube-migration,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_gc_kel.csv.gz/1651144778396328,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_kel.csv.gz,archive/micros_sales_raw/mm_em_gc_kel.csv.gz,data-cube-migration,1651144778396328,1,text/csv,2022-04-28T11:19:38.500Z,2022-04-28T11:19:38.500Z,STANDARD,2022-04-28T11:19:38.500Z,64974,g24ffloUhK0XzBNupMygnQ==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_kel.csv.gz?generation=1651144778396328&alt=media,pwclqg==,CKjl9M/RtvcCEAE=,1651144778396328,OBJECT_FINALIZE,,JSON_API_V1,archive/micros_sales_raw/mm_em_gc_kel.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:19:38.500898Z,data-cube-migration,1651058380268599
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_gc_lan.csv.gz/1651144784433686,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_lan.csv.gz,archive/micros_sales_raw/mm_em_gc_lan.csv.gz,data-cube-migration,1651144784433686,1,text/csv,2022-04-28T11:19:44.535Z,2022-04-28T11:19:44.535Z,STANDARD,2022-04-28T11:19:44.535Z,41059,a6wQUKUcxm9imYEDrtcdnA==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_lan.csv.gz?generation=1651144784433686&alt=media,2MPqsg==,CJak5dLRtvcCEAE=,1651144784433686,OBJECT_FINALIZE,,JSON_API_V1,archive/micros_sales_raw/mm_em_gc_lan.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:19:44.535365Z,data-cube-migration,1651058388655707
storage#object,data-cube-migration/micros_sales_raw/mm_em_gc_lan.csv.gz/1651143070843966,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_gc_lan.csv.gz,micros_sales_raw/mm_em_gc_lan.csv.gz,data-cube-migration,1651143070843966,1,text/csv,2022-04-28T10:51:10.930Z,2022-04-28T10:51:10.930Z,STANDARD,2022-04-28T10:51:10.930Z,41059,a6wQUKUcxm9imYEDrtcdnA==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_gc_lan.csv.gz?generation=1651143070843966&alt=media,2MPqsg==,CL6I2KHLtvcCEAE=,1651143070843966,OBJECT_DELETE,,JSON_API_V1,micros_sales_raw/mm_em_gc_lan.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:19:44.728613Z,data-cube-migration,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_gc_mon.csv.gz/1651058401669107,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_mon.csv.gz,archive/micros_sales_raw/mm_em_gc_mon.csv.gz,data-cube-migration,1651058401669107,1,text/csv,2022-04-27T11:20:01.771Z,2022-04-27T11:20:01.771Z,STANDARD,2022-04-27T11:20:01.771Z,76376,mt6vG1P6HHoUr3Bj1yOZ5Q==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_mon.csv.gz?generation=1651058401669107&alt=media,dqpjPg==,CPPfo+yPtPcCEAE=,1651058401669107,OBJECT_DELETE,1651144799441474,JSON_API_V1,archive/micros_sales_raw/mm_em_gc_mon.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:19:59.544212Z,data-cube-migration,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_gc_mon.csv.gz/1651144799441474,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_mon.csv.gz,archive/micros_sales_raw/mm_em_gc_mon.csv.gz,data-cube-migration,1651144799441474,1,text/csv,2022-04-28T11:19:59.544Z,2022-04-28T11:19:59.544Z,STANDARD,2022-04-28T11:19:59.544Z,76376,otdnrp3JY57W6ehbS3KN5A==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_mon.csv.gz?generation=1651144799441474&alt=media,h2oi6g==,CMKk+dnRtvcCEAE=,1651144799441474,OBJECT_FINALIZE,,JSON_API_V1,archive/micros_sales_raw/mm_em_gc_mon.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:19:59.544212Z,data-cube-migration,1651058401669107
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_gc_mil.csv.gz/1651058394478734,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_mil.csv.gz,archive/micros_sales_raw/mm_em_gc_mil.csv.gz,data-cube-migration,1651058394478734,1,text/csv,2022-04-27T11:19:54.579Z,2022-04-27T11:19:54.579Z,STANDARD,2022-04-27T11:19:54.579Z,69329,qzBAnvW0r5lgWkzPtLi51g==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_mil.csv.gz?generation=1651058394478734&alt=media,hNsV3A==,CI7x7OiPtPcCEAE=,1651058394478734,OBJECT_DELETE,1651144789780101,JSON_API_V1,archive/micros_sales_raw/mm_em_gc_mil.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:19:49.885741Z,data-cube-migration,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_gc_mil.csv.gz/1651144789780101,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_mil.csv.gz,archive/micros_sales_raw/mm_em_gc_mil.csv.gz,data-cube-migration,1651144789780101,1,text/csv,2022-04-28T11:19:49.885Z,2022-04-28T11:19:49.885Z,STANDARD,2022-04-28T11:19:49.885Z,69329,8RNhfbgNQ/cCg8zklhiwbQ==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_mil.csv.gz?generation=1651144789780101&alt=media,hA2Csw==,CIXNq9XRtvcCEAE=,1651144789780101,OBJECT_FINALIZE,,JSON_API_V1,archive/micros_sales_raw/mm_em_gc_mil.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:19:49.885741Z,data-cube-migration,1651058394478734
storage#object,data-cube-migration/micros_sales_raw/mm_em_gc_mon.csv.gz/1651143071187304,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_gc_mon.csv.gz,micros_sales_raw/mm_em_gc_mon.csv.gz,data-cube-migration,1651143071187304,1,text/csv,2022-04-28T10:51:11.271Z,2022-04-28T10:51:11.271Z,STANDARD,2022-04-28T10:51:11.271Z,76376,otdnrp3JY57W6ehbS3KN5A==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_gc_mon.csv.gz?generation=1651143071187304&alt=media,h2oi6g==,COiC7aHLtvcCEAE=,1651143071187304,OBJECT_DELETE,,JSON_API_V1,micros_sales_raw/mm_em_gc_mon.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:19:59.742422Z,data-cube-migration,
storage#object,data-cube-migration/micros_sales_raw/mm_em_gc_mil.csv.gz/1651143058776493,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_gc_mil.csv.gz,micros_sales_raw/mm_em_gc_mil.csv.gz,data-cube-migration,1651143058776493,1,text/csv,2022-04-28T10:50:58.862Z,2022-04-28T10:50:58.862Z,STANDARD,2022-04-28T10:50:58.862Z,69329,8RNhfbgNQ/cCg8zklhiwbQ==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_gc_mil.csv.gz?generation=1651143058776493&alt=media,hA2Csw==,CK3D95vLtvcCEAE=,1651143058776493,OBJECT_DELETE,,JSON_API_V1,micros_sales_raw/mm_em_gc_mil.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:19:50.349943Z,data-cube-migration,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_gc_pub.csv.gz/1651144808384208,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_pub.csv.gz,archive/micros_sales_raw/mm_em_gc_pub.csv.gz,data-cube-migration,1651144808384208,1,text/csv,2022-04-28T11:20:08.481Z,2022-04-28T11:20:08.481Z,STANDARD,2022-04-28T11:20:08.481Z,59094,q2bu3/0TFqTA+48Vtw54BA==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_gc_pub.csv.gz?generation=1651144808384208&alt=media,8XyN5Q==,CNCNm97RtvcCEAE=,1651144808384208,OBJECT_FINALIZE,,JSON_API_V1,archive/micros_sales_raw/mm_em_gc_pub.csv.gz,projects/_/buckets/data-cube-migration/notificationConfigs/12,2022-04-28T11:20:08.481828Z,data-cube-migration,1651058406892915
