kind,id,selfLink,name,bucket,generation,metageneration,contentType,timeCreated,updated,storageClass,timeStorageClassUpdated,size,md5Hash,mediaLink,crc32c,etag,eventTime,eventType,notificationConfig,payloadFormat,objectGeneration,objectId,bucketId,overwroteGeneration,overwrittenByGeneration
storage#object,data-cube-migration/vmax_raw/vx_customer.csv.gz/1651058100000095,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/vmax_raw%2Fvx_customer.csv.gz,vmax_raw/vx_customer.csv.gz,data-cube-migration,1651058100000095,1,text/csv,2022-04-27T11:15:00.088Z,2022-04-27T11:15:00.088Z,STANDARD,2022-04-27T11:15:00.088Z,5495309,aFLOttfbBLS2MGGxcVhjrg==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/vmax_raw%2Fvx_customer.csv.gz?generation=1651058100000095&alt=media,0qApjg==,CN+qt9yOtPcCEAE=,2022-04-27T11:16:50.125201Z,OBJECT_DELETE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1651058100000095,vmax_raw/vx_customer.csv.gz,data-cube-migration,,
storage#object,data-cube-migration/micros_sales_raw/mm_kds_detail_2022042420220426.csv.gz/1651056915445767,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_kds_detail_2022042420220426.csv.gz,micros_sales_raw/mm_kds_detail_2022042420220426.csv.gz,data-cube-migration,1651056915445767,1,text/csv,2022-04-27T10:55:15.533Z,2022-04-27T10:55:15.533Z,STANDARD,2022-04-27T10:55:15.533Z,21293949,G7KRelkq1/2iKf8KtdZChQ==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_kds_detail_2022042420220426.csv.gz?generation=1651056915445767&alt=media,k/b9Pg==,CIfwy6eKtPcCEAE=,2022-04-27T11:17:03.087193Z,OBJECT_DELETE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1651056915445767,micros_sales_raw/mm_kds_detail_2022042420220426.csv.gz,data-cube-migration,,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_kds_detail_2022042420220426.csv.gz/1651058222776910,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_kds_detail_2022042420220426.csv.gz,archive/micros_sales_raw/mm_kds_detail_2022042420220426.csv.gz,data-cube-migration,1651058222776910,1,text/csv,2022-04-27T11:17:02.866Z,2022-04-27T11:17:02.866Z,STANDARD,2022-04-27T11:17:02.866Z,21293949,G7KRelkq1/2iKf8KtdZChQ==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_kds_detail_2022042420220426.csv.gz?generation=1651058222776910&alt=media,k/b9Pg==,CM6E/ZaPtPcCEAE=,2022-04-27T11:17:02.866195Z,OBJECT_FINALIZE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1651058222776910,archive/micros_sales_raw/mm_kds_detail_2022042420220426.csv.gz,data-cube-migration,,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_bmt.csv.gz/1650971868444471,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_bmt.csv.gz,archive/micros_sales_raw/mm_em_bmt.csv.gz,data-cube-migration,1650971868444471,1,text/csv,2022-04-26T11:17:48.557Z,2022-04-26T11:17:48.557Z,STANDARD,2022-04-26T11:17:48.557Z,56023,wTbgKtEWtd3WDda32V4WnA==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_bmt.csv.gz?generation=1650971868444471&alt=media,Ap4KPQ==,CLfugr7NsfcCEAE=,2022-04-27T11:17:29.614256Z,OBJECT_DELETE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1650971868444471,archive/micros_sales_raw/mm_em_bmt.csv.gz,data-cube-migration,,1651058249512524
storage#object,data-cube-migration/micros_sales_raw/mm_em_bmt.csv.gz/1651056658610917,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_bmt.csv.gz,micros_sales_raw/mm_em_bmt.csv.gz,data-cube-migration,1651056658610917,1,text/csv,2022-04-27T10:50:58.698Z,2022-04-27T10:50:58.698Z,STANDARD,2022-04-27T10:50:58.698Z,56004,n7PpzUhFu7pbRD0FUiggrQ==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_bmt.csv.gz?generation=1651056658610917&alt=media,8SHdVg==,COX1j62JtPcCEAE=,2022-04-27T11:17:29.812163Z,OBJECT_DELETE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1651056658610917,micros_sales_raw/mm_em_bmt.csv.gz,data-cube-migration,,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_bmt.csv.gz/1651058249512524,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_bmt.csv.gz,archive/micros_sales_raw/mm_em_bmt.csv.gz,data-cube-migration,1651058249512524,1,text/csv,2022-04-27T11:17:29.614Z,2022-04-27T11:17:29.614Z,STANDARD,2022-04-27T11:17:29.614Z,56004,n7PpzUhFu7pbRD0FUiggrQ==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_bmt.csv.gz?generation=1651058249512524&alt=media,8SHdVg==,CMzs3KOPtPcCEAE=,2022-04-27T11:17:29.614256Z,OBJECT_FINALIZE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1651058249512524,archive/micros_sales_raw/mm_em_bmt.csv.gz,data-cube-migration,1650971868444471,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_esm.csv.gz/1650971879904990,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_esm.csv.gz,archive/micros_sales_raw/mm_em_esm.csv.gz,data-cube-migration,1650971879904990,1,text/csv,2022-04-26T11:18:00.002Z,2022-04-26T11:18:00.002Z,STANDARD,2022-04-26T11:18:00.002Z,798134,et31FI6hjKpiA0/9vJ5R4Q==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_esm.csv.gz?generation=1650971879904990&alt=media,d7w+Cg==,CN6tvsPNsfcCEAE=,2022-04-27T11:17:36.692681Z,OBJECT_DELETE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1650971879904990,archive/micros_sales_raw/mm_em_esm.csv.gz,data-cube-migration,,1651058256590016
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_esm.csv.gz/1651058256590016,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_esm.csv.gz,archive/micros_sales_raw/mm_em_esm.csv.gz,data-cube-migration,1651058256590016,1,text/csv,2022-04-27T11:17:36.692Z,2022-04-27T11:17:36.692Z,STANDARD,2022-04-27T11:17:36.692Z,798214,cwteYsPQXlLqgrTp0U6cDQ==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_esm.csv.gz?generation=1651058256590016&alt=media,qNFxXQ==,CMDpjKePtPcCEAE=,2022-04-27T11:17:36.692681Z,OBJECT_FINALIZE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1651058256590016,archive/micros_sales_raw/mm_em_esm.csv.gz,data-cube-migration,1650971879904990,
storage#object,data-cube-migration/micros_sales_raw/mm_em_esm.csv.gz/1651056671031105,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_esm.csv.gz,micros_sales_raw/mm_em_esm.csv.gz,data-cube-migration,1651056671031105,1,text/csv,2022-04-27T10:51:11.119Z,2022-04-27T10:51:11.119Z,STANDARD,2022-04-27T10:51:11.119Z,798214,cwteYsPQXlLqgrTp0U6cDQ==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_esm.csv.gz?generation=1651056671031105&alt=media,qNFxXQ==,CMH+hbOJtPcCEAE=,2022-04-27T11:17:36.895278Z,OBJECT_DELETE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1651056671031105,micros_sales_raw/mm_em_esm.csv.gz,data-cube-migration,,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_har.csv.gz/1650971885386863,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_har.csv.gz,archive/micros_sales_raw/mm_em_har.csv.gz,data-cube-migration,1650971885386863,1,text/csv,2022-04-26T11:18:05.518Z,2022-04-26T11:18:05.518Z,STANDARD,2022-04-26T11:18:05.518Z,34,OVzSposF8Mro4JsyaJkxQA==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_har.csv.gz?generation=1650971885386863&alt=media,8bYHTw==,CO/4jMbNsfcCEAE=,2022-04-27T11:17:41.790188Z,OBJECT_DELETE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1650971885386863,archive/micros_sales_raw/mm_em_har.csv.gz,data-cube-migration,,1651058261689345
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_har.csv.gz/1651058261689345,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_har.csv.gz,archive/micros_sales_raw/mm_em_har.csv.gz,data-cube-migration,1651058261689345,1,text/csv,2022-04-27T11:17:41.790Z,2022-04-27T11:17:41.790Z,STANDARD,2022-04-27T11:17:41.790Z,34,HMr7a/WSqPqFhTW7SLzrDA==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_har.csv.gz?generation=1651058261689345&alt=media,dv8svQ==,CIGIxKmPtPcCEAE=,2022-04-27T11:17:41.790188Z,OBJECT_FINALIZE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1651058261689345,archive/micros_sales_raw/mm_em_har.csv.gz,data-cube-migration,1650971885386863,
storage#object,data-cube-migration/micros_sales_raw/mm_em_har.csv.gz/1651056672872679,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_har.csv.gz,micros_sales_raw/mm_em_har.csv.gz,data-cube-migration,1651056672872679,1,text/csv,2022-04-27T10:51:12.958Z,2022-04-27T10:51:12.958Z,STANDARD,2022-04-27T10:51:12.958Z,34,HMr7a/WSqPqFhTW7SLzrDA==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_har.csv.gz?generation=1651056672872679&alt=media,dv8svQ==,COex9rOJtPcCEAE=,2022-04-27T11:17:41.983569Z,OBJECT_DELETE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1651056672872679,micros_sales_raw/mm_em_har.csv.gz,data-cube-migration,,
storage#object,data-cube-migration/micros_sales_raw/mm_em_kel.csv.gz/1651056661229103,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_kel.csv.gz,micros_sales_raw/mm_em_kel.csv.gz,data-cube-migration,1651056661229103,1,text/csv,2022-04-27T10:51:01.318Z,2022-04-27T10:51:01.318Z,STANDARD,2022-04-27T10:51:01.318Z,894214,ywWdg0P3gybTUR79TmoJ2Q==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_kel.csv.gz?generation=1651056661229103&alt=media,p+InZA==,CK/cr66JtPcCEAE=,2022-04-27T11:17:53.064152Z,OBJECT_DELETE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1651056661229103,micros_sales_raw/mm_em_kel.csv.gz,data-cube-migration,,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_kel.csv.gz/1650971894922533,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_kel.csv.gz,archive/micros_sales_raw/mm_em_kel.csv.gz,data-cube-migration,1650971894922533,1,text/csv,2022-04-26T11:18:15.022Z,2022-04-26T11:18:15.022Z,STANDARD,2022-04-26T11:18:15.022Z,893800,8ldld9+DFeKEY1ZPBFxkag==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_kel.csv.gz?generation=1650971894922533&alt=media,yG0IXA==,CKX60srNsfcCEAE=,2022-04-27T11:17:52.794633Z,OBJECT_DELETE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1650971894922533,archive/micros_sales_raw/mm_em_kel.csv.gz,data-cube-migration,,1651058272689984
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_kel.csv.gz/1651058272689984,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_kel.csv.gz,archive/micros_sales_raw/mm_em_kel.csv.gz,data-cube-migration,1651058272689984,1,text/csv,2022-04-27T11:17:52.794Z,2022-04-27T11:17:52.794Z,STANDARD,2022-04-27T11:17:52.794Z,894214,ywWdg0P3gybTUR79TmoJ2Q==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_kel.csv.gz?generation=1651058272689984&alt=media,p+InZA==,CMC+466PtPcCEAE=,2022-04-27T11:17:52.794633Z,OBJECT_FINALIZE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1651058272689984,archive/micros_sales_raw/mm_em_kel.csv.gz,data-cube-migration,1650971894922533,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_lan.csv.gz/1651058281349914,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_lan.csv.gz,archive/micros_sales_raw/mm_em_lan.csv.gz,data-cube-migration,1651058281349914,1,text/csv,2022-04-27T11:18:01.452Z,2022-04-27T11:18:01.452Z,STANDARD,2022-04-27T11:18:01.452Z,52468,68HAlxPNFZWTSCxwbW979Q==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_lan.csv.gz?generation=1651058281349914&alt=media,4bxulA==,CJqG9LKPtPcCEAE=,2022-04-27T11:18:01.452147Z,OBJECT_FINALIZE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1651058281349914,archive/micros_sales_raw/mm_em_lan.csv.gz,data-cube-migration,1650971900740754,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_lan.csv.gz/1650971900740754,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_lan.csv.gz,archive/micros_sales_raw/mm_em_lan.csv.gz,data-cube-migration,1650971900740754,1,text/csv,2022-04-26T11:18:20.839Z,2022-04-26T11:18:20.839Z,STANDARD,2022-04-26T11:18:20.839Z,52529,HD5MOpHDcnhnV40GUr1vbw==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_lan.csv.gz?generation=1650971900740754&alt=media,ECeR1A==,CJKJts3NsfcCEAE=,2022-04-27T11:18:01.452147Z,OBJECT_DELETE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1650971900740754,archive/micros_sales_raw/mm_em_lan.csv.gz,data-cube-migration,,1651058281349914
storage#object,data-cube-migration/micros_sales_raw/mm_em_lan.csv.gz/1651056673139503,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_lan.csv.gz,micros_sales_raw/mm_em_lan.csv.gz,data-cube-migration,1651056673139503,1,text/csv,2022-04-27T10:51:13.228Z,2022-04-27T10:51:13.228Z,STANDARD,2022-04-27T10:51:13.228Z,52468,68HAlxPNFZWTSCxwbW979Q==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_lan.csv.gz?generation=1651056673139503&alt=media,4bxulA==,CK/WhrSJtPcCEAE=,2022-04-27T11:18:01.649643Z,OBJECT_DELETE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1651056673139503,micros_sales_raw/mm_em_lan.csv.gz,data-cube-migration,,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_mil.csv.gz/1650971907874577,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_mil.csv.gz,archive/micros_sales_raw/mm_em_mil.csv.gz,data-cube-migration,1650971907874577,1,text/csv,2022-04-26T11:18:27.975Z,2022-04-26T11:18:27.975Z,STANDARD,2022-04-26T11:18:27.975Z,370170,L3FbvQzuVlSR5Z3ebbPcLQ==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_mil.csv.gz?generation=1650971907874577&alt=media,+8qJ/w==,CJG+6dDNsfcCEAE=,2022-04-27T11:18:15.043138Z,OBJECT_DELETE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1650971907874577,archive/micros_sales_raw/mm_em_mil.csv.gz,data-cube-migration,,1651058294941877
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_mil.csv.gz/1651058294941877,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_mil.csv.gz,archive/micros_sales_raw/mm_em_mil.csv.gz,data-cube-migration,1651058294941877,1,text/csv,2022-04-27T11:18:15.043Z,2022-04-27T11:18:15.043Z,STANDARD,2022-04-27T11:18:15.043Z,369959,p3DfS0dQS7wrS7TX7xbkIw==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_mil.csv.gz?generation=1651058294941877&alt=media,mfRi2Q==,CLXRsbmPtPcCEAE=,2022-04-27T11:18:15.043138Z,OBJECT_FINALIZE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1651058294941877,archive/micros_sales_raw/mm_em_mil.csv.gz,data-cube-migration,1650971907874577,
storage#object,data-cube-migration/micros_sales_raw/mm_em_mil.csv.gz/1651056661564423,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_mil.csv.gz,micros_sales_raw/mm_em_mil.csv.gz,data-cube-migration,1651056661564423,1,text/csv,2022-04-27T10:51:01.651Z,2022-04-27T10:51:01.651Z,STANDARD,2022-04-27T10:51:01.651Z,369959,p3DfS0dQS7wrS7TX7xbkIw==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_mil.csv.gz?generation=1651056661564423&alt=media,mfRi2Q==,CIeYxK6JtPcCEAE=,2022-04-27T11:18:15.246683Z,OBJECT_DELETE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1651056661564423,micros_sales_raw/mm_em_mil.csv.gz,data-cube-migration,,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_mon.csv.gz/1650971914855222,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_mon.csv.gz,archive/micros_sales_raw/mm_em_mon.csv.gz,data-cube-migration,1650971914855222,1,text/csv,2022-04-26T11:18:34.957Z,2022-04-26T11:18:34.957Z,STANDARD,2022-04-26T11:18:34.957Z,1151082,SGfFd91kfedjUP/Lfk2onA==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_mon.csv.gz?generation=1650971914855222&alt=media,9O1xOQ==,CLbGk9TNsfcCEAE=,2022-04-27T11:18:27.455353Z,OBJECT_DELETE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1650971914855222,archive/micros_sales_raw/mm_em_mon.csv.gz,data-cube-migration,,1651058307351349
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_mon.csv.gz/1651058307351349,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_mon.csv.gz,archive/micros_sales_raw/mm_em_mon.csv.gz,data-cube-migration,1651058307351349,1,text/csv,2022-04-27T11:18:27.455Z,2022-04-27T11:18:27.455Z,STANDARD,2022-04-27T11:18:27.455Z,1150917,wPyyJZmaS0Tab808K9FIvQ==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_mon.csv.gz?generation=1651058307351349&alt=media,7wMqcw==,CLWGp7+PtPcCEAE=,2022-04-27T11:18:27.455353Z,OBJECT_FINALIZE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1651058307351349,archive/micros_sales_raw/mm_em_mon.csv.gz,data-cube-migration,1650971914855222,
storage#object,data-cube-migration/micros_sales_raw/mm_em_mon.csv.gz/1651056673475381,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_mon.csv.gz,micros_sales_raw/mm_em_mon.csv.gz,data-cube-migration,1651056673475381,1,text/csv,2022-04-27T10:51:13.569Z,2022-04-27T10:51:13.569Z,STANDARD,2022-04-27T10:51:13.569Z,1150917,wPyyJZmaS0Tab808K9FIvQ==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_mon.csv.gz?generation=1651056673475381&alt=media,7wMqcw==,CLWWm7SJtPcCEAE=,2022-04-27T11:18:27.656579Z,OBJECT_DELETE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1651056673475381,micros_sales_raw/mm_em_mon.csv.gz,data-cube-migration,,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_pub.csv.gz/1650971920067157,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_pub.csv.gz,archive/micros_sales_raw/mm_em_pub.csv.gz,data-cube-migration,1650971920067157,1,text/csv,2022-04-26T11:18:40.169Z,2022-04-26T11:18:40.169Z,STANDARD,2022-04-26T11:18:40.169Z,82634,Yqn7W29BONeMKTQjVc9WBg==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_pub.csv.gz?generation=1650971920067157&alt=media,h1ThWg==,CNXU0dbNsfcCEAE=,2022-04-27T11:18:36.621882Z,OBJECT_DELETE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1650971920067157,archive/micros_sales_raw/mm_em_pub.csv.gz,data-cube-migration,,1651058316520424
storage#object,data-cube-migration/micros_sales_raw/mm_em_pub.csv.gz/1651056661883752,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_pub.csv.gz,micros_sales_raw/mm_em_pub.csv.gz,data-cube-migration,1651056661883752,1,text/csv,2022-04-27T10:51:01.970Z,2022-04-27T10:51:01.970Z,STANDARD,2022-04-27T10:51:01.970Z,82532,w4j0ZVQfSjoth/zN+XfKnQ==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_pub.csv.gz?generation=1651056661883752&alt=media,vickmg==,COjW166JtPcCEAE=,2022-04-27T11:18:36.815056Z,OBJECT_DELETE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1651056661883752,micros_sales_raw/mm_em_pub.csv.gz,data-cube-migration,,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_pub.csv.gz/1651058316520424,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_pub.csv.gz,archive/micros_sales_raw/mm_em_pub.csv.gz,data-cube-migration,1651058316520424,1,text/csv,2022-04-27T11:18:36.621Z,2022-04-27T11:18:36.621Z,STANDARD,2022-04-27T11:18:36.621Z,82532,w4j0ZVQfSjoth/zN+XfKnQ==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_pub.csv.gz?generation=1651058316520424&alt=media,vickmg==,COjX1sOPtPcCEAE=,2022-04-27T11:18:36.621882Z,OBJECT_FINALIZE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1651058316520424,archive/micros_sales_raw/mm_em_pub.csv.gz,data-cube-migration,1650971920067157,
storage#object,data-cube-migration/micros_sales_raw/mm_em_swi.csv.gz/1651056673841124,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_swi.csv.gz,micros_sales_raw/mm_em_swi.csv.gz,data-cube-migration,1651056673841124,1,text/csv,2022-04-27T10:51:13.930Z,2022-04-27T10:51:13.930Z,STANDARD,2022-04-27T10:51:13.930Z,859063,mCWRkAVJHEjB0WuGaik+8w==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/micros_sales_raw%2Fmm_em_swi.csv.gz?generation=1651056673841124&alt=media,lEjqvA==,COS/sbSJtPcCEAE=,2022-04-27T11:18:44.457262Z,OBJECT_DELETE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1651056673841124,micros_sales_raw/mm_em_swi.csv.gz,data-cube-migration,,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_swi.csv.gz/1651058324126521,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_swi.csv.gz,archive/micros_sales_raw/mm_em_swi.csv.gz,data-cube-migration,1651058324126521,1,text/csv,2022-04-27T11:18:44.229Z,2022-04-27T11:18:44.229Z,STANDARD,2022-04-27T11:18:44.229Z,859063,mCWRkAVJHEjB0WuGaik+8w==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_swi.csv.gz?generation=1651058324126521&alt=media,lEjqvA==,CLn2psePtPcCEAE=,2022-04-27T11:18:44.229157Z,OBJECT_FINALIZE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1651058324126521,archive/micros_sales_raw/mm_em_swi.csv.gz,data-cube-migration,1650971928484583,
storage#object,data-cube-migration/archive/micros_sales_raw/mm_em_swi.csv.gz/1650971928484583,https://www.googleapis.com/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_swi.csv.gz,archive/micros_sales_raw/mm_em_swi.csv.gz,data-cube-migration,1650971928484583,1,text/csv,2022-04-26T11:18:48.584Z,2022-04-26T11:18:48.584Z,STANDARD,2022-04-26T11:18:48.584Z,858452,IC9pT0kvh9peRCmnLxVLzg==,https://www.googleapis.com/download/storage/v1/b/data-cube-migration/o/archive%2Fmicros_sales_raw%2Fmm_em_swi.csv.gz?generation=1650971928484583&alt=media,We9O0A==,COe109rNsfcCEAE=,2022-04-27T11:18:44.229157Z,OBJECT_DELETE,projects/_/buckets/data-cube-migration/notificationConfigs/12,JSON_API_V1,1650971928484583,archive/micros_sales_raw/mm_em_swi.csv.gz,data-cube-migration,,1651058324126521
